,close,high,low,p_change,open,pre_close,volume,date,date_week,key,atr21,atr14
2016-05-19,215.21,216.79,207.3,1.91,213.62,211.17,6866321,20160519,3,459,10.687928025543732,10.21191248454994
2016-05-20,220.28,220.55,216.35,2.36,216.99,215.21,9007076,20160520,4,460,10.62564573861308,10.152490164224949
2016-05-23,216.22,222.6,215.86,-1.84,219.87,220.28,5102479,20160523,0,461,10.471567370107694,9.95516943820888
2016-05-24,217.91,218.74,215.18,0.78,216.6,216.22,3013843,20160524,1,462,10.215778447721613,9.608371621193957
2016-05-25,219.58,221.36,216.51,0.77,217.91,217.91,3132615,20160525,2,463,9.974074712115822,9.289202219680108
2016-05-26,225.12,225.26,219.05,2.52,220.5,219.58,4072424,20160526,3,464,9.84911877344364,9.15068777541724
2016-05-27,223.04,225.93,220.75,-0.92,224.99,225.12,3650272,20160527,4,465,9.682494069946324,8.950638648601723
2016-05-31,223.23,224.75,221.5,0.09,223.04,223.04,2789002,20160531,1,466,9.393803876139357,8.569878745130174
2016-06-01,219.56,222.4,216.89,-1.64,221.48,223.23,2982695,20160601,2,467,9.239337024894628,8.397030263335159
2016-06-02,218.96,219.90900000000002,217.11,-0.27,219.59,219.56,2032832,20160602,3,468,9.090797166566311,8.234385244525503
2016-06-03,218.99,221.94,218.01,0.01,220.0,218.96,2228970,20160603,4,469,8.845044920539342,7.926929155630826
2016-06-06,220.68,220.9,215.45,0.77,218.0,218.99,2249508,20160606,0,470,8.683376114799374,7.750005644514339
2016-06-07,232.34,234.44,221.52,5.28,222.24,220.68,6213573,20160607,1,471,9.005596299808929,8.300005241334743
2016-06-08,235.52,240.845,232.605,1.37,233.8,232.34,5965210,20160608,2,472,9.536996476008502,9.147504866953689
2016-06-09,229.36,235.33,227.06,-2.62,234.98,235.52,4492075,20160609,3,473,9.47666331048429,9.084825947885571
2016-06-10,218.79,227.97,218.42,-4.61,227.39,229.36,6026603,20160610,4,474,9.839679343318373,9.657338380179462
2016-06-13,222.46,225.68,219.4,1.68,220.3,218.79,99338,20160613,0,475,9.84540889839845,9.6789570673095
2016-06-15,217.7,221.9,215.13,-2.14,216.95,222.46,2908522,20160615,2,476,9.698960855617573,9.471174419644537
2016-06-16,217.93,218.04,213.5,0.11,217.42,217.7,2440259,20160616,3,477,9.663772243445306,9.4346619610985
2016-06-17,215.47,219.99,214.5,-1.13,217.81,217.93,3112620,20160617,4,478,9.465021184233628,9.152900392448606
2016-06-20,219.7,223.75,218.23,1.96,219.5,215.47,3555471,20160620,0,479,9.291448746889168,8.914836078702276
2016-06-21,219.61,222.56900000000002,218.81,-0.04,220.68,219.7,4529005,20160621,1,480,9.187046425608733,8.785133501652114
2016-06-22,196.66,205.95,195.75,-10.45,199.47,219.61,23742414,20160622,2,481,9.890044214865457,9.868338251534103
2016-06-23,196.4,197.55,192.13,-0.13,195.69,196.66,10130748,20160623,3,482,10.72766115701472,11.12631409071024
2016-06-24,193.15,195.12,189.73,-1.65,190.05,196.4,7026516,20160624,4,483,10.54682014953783,10.826577369945225
2016-06-27,198.55,198.81,187.87,2.8,190.86,193.15,7220323,20160627,0,484,10.565542999559838,10.834678986377707
2016-06-29,210.19,211.78,203.0,5.86,205.13,198.55,5994908,20160629,2,485,10.94956476148556,11.391487630207873
2016-06-30,212.28,213.5,209.02,0.99,212.97,210.19,4843111,20160630,3,486,11.140061677605292,11.645667085193026
2016-07-01,216.5,218.24,206.0,1.99,206.14,212.28,5399951,20160701,4,487,11.192439692957423,11.688119436250664
2016-07-05,213.98,214.54,208.0,-1.16,209.73,216.5,5175345,20160705,1,488,10.970894945673734,11.320396619375614
2016-07-06,214.44,215.23,209.0,0.22,210.0,213.98,4919855,20160706,2,489,10.805614233974989,11.047511146563073
2016-07-07,215.94,218.12,213.01,0.7,213.1,214.44,3612022,20160707,3,490,10.534394508547608,10.623403207522854
2016-07-08,216.78,219.81,214.5,0.39,217.8,215.94,4074785,20160708,4,491,10.288470960521533,10.248160121271225
2016-07-11,224.78,226.78,219.51,3.69,219.96,216.78,5429823,20160711,0,492,10.314734248115744,10.29043439832328
2016-07-12,224.65,227.5,223.22,-0.06,224.1,224.78,4576165,20160712,1,493,10.33403261725309,10.321117655585905
2016-07-13,222.53,225.59,220.29,-0.94,225.5,224.65,3567062,20160713,2,494,10.094316778336276,9.962466394472626
2016-07-14,221.53,224.94,221.05,-0.45,223.12,222.53,2675834,20160714,3,495,9.798873122225023,9.528718794867439
2016-07-15,220.4,222.75,219.64,-0.51,222.52,221.53,2234247,20160715,4,496,9.480355354500023,9.070238880948336
2016-07-18,226.25,227.09,218.3,2.65,219.64,220.4,3412055,20160718,0,497,9.447481290000024,9.050221818023452
2016-07-19,225.26,229.1,224.75,-0.44,225.0,226.25,3115065,20160719,1,498,9.411886942857166,9.02520597387892
2016-07-20,228.36,229.8,225.0,1.38,226.47,225.26,2568498,20160720,2,499,9.192273278911589,8.723405547173284
2016-07-21,220.5,227.847,219.1,-3.44,226.0,228.36,4428651,20160721,3,500,9.171069789439608,8.725090865232335
2016-07-22,222.27,224.5,218.88,0.8,221.99,220.5,2579692,20160722,4,501,9.185780751847249,8.77901294628717
2016-07-25,230.01,231.39,221.37,3.48,222.27,222.27,4490683,20160725,0,502,9.26693404937833,8.929797735838084
2016-07-26,225.93,228.74,225.63,-1.77,227.34,230.01,41833,20160726,1,503,9.133746713693649,8.754097897563936
